         2762322 function calls (2682407 primitive calls) in 3.838 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 collections.py:1137(RegularPolyCollection)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6520(refer_to_array_attribute)
       31    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        8    0.000    0.000    0.000    0.000 deprecation.py:418(_suppress_matplotlib_deprecation_warning)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2531(__str__)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:2703(MaskedArray)
        1    0.000    0.000    0.000    0.000 axis.py:679(Axis)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      207    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1461(setResultsName)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:727(open_binary)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1854(resetCache)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:496(_calc_mode)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2583(__hash__)
       38    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 pydoc.py:1718(Helper)
        1    0.000    0.000    0.000    0.000 transforms.py:2028(IdentityTransform)
        4    0.000    0.000    0.000    0.000 _common.py:381(memoize)
        7    0.000    0.000    0.000    0.000 function_base.py:2268(__init__)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:489(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
      204    0.000    0.000    0.000    0.000 patches.py:1857(<genexpr>)
       19    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:411(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 utils.py:1021(_median_nancheck)
        1    0.000    0.000    0.000    0.000 table.py:246(Table)
        1    0.000    0.000    0.000    0.000 process.py:8(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:487(validate_mathtext_default)
      109    0.000    0.000    0.000    0.000 deprecation.py:117(deprecated)
        2    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       10    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
       94    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        2    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:342(_tuple_str)
        6    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
      145    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2436(setWhitespaceChars)
      140    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
        1    0.000    0.000    0.000    0.000 collections.py:1671(EllipseCollection)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4266(<genexpr>)
       46    0.000    0.000    0.000    0.000 docstring.py:43(update)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        3    0.000    0.000    0.000    0.000 random.py:94(__init__)
       31    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
      160    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       11    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
       12    0.000    0.000    0.000    0.000 numeric.py:1347(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
       26    0.000    0.000    0.000    0.000 core.py:56(is_style_file)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        5    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
      274    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        4    0.000    0.000    0.000    0.000 pathlib.py:933(__truediv__)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
      380    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f160c67f1f0}
      198    0.000    0.000    0.000    0.000 rcsetup.py:51(func)
        3    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        2    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
       55    0.000    0.000    0.000    0.000 rcsetup.py:717(__call__)
      394    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       30    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:712(_make_child)
        1    0.000    0.000    0.000    0.000 case.py:375(TestCase)
        2    0.000    0.000    0.000    0.000 _methods.py:92(_clip_dep_is_scalar_nan)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3691(__init__)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 colors.py:72(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1689(SpanSelector)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
       48    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        5    0.000    0.000    0.000    0.000 rcsetup.py:514(validate_whiskers)
      202    0.000    0.000    0.000    0.000 linalg.py:2353(_norm_dispatcher)
       82    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2353(__invert__)
        1    0.000    0.000    0.000    0.000 patches.py:1212(FancyArrow)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1425(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        8    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1078(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2880(parseImpl)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:435(OldScalarFormatter)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
        2    0.000    0.000    0.000    0.000 basic.py:5(<module>)
      165    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1446(setName)
      156    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      146    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
      114    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 __init__.py:621(Misc)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
      111    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 numeric.py:2145(identity)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6840(pyparsing_test)
       14    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        1    0.000    0.000    0.000    0.000 core.py:6508(__array_finalize__)
        4    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
       15    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
      162    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4633(__init__)
      178    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
      240    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
       11    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       58    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       38    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:272(rng)
       14    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       84    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
      117    0.000    0.000    0.000    0.000 dataclasses.py:389(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1035(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:994(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 __init__.py:740(<dictcomp>)
        7    0.000    0.000    0.000    0.000 inspect.py:2555(replace)
        2    0.000    0.000    0.000    0.000 subprocess.py:1774(_wait)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:674(Rectangle)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4489(__str__)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
       27    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
      236    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
      252    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
